summer_rain_mm,summer_heat_units,fertilizer_lbs_ac,insecticide_lbs_ac,canola_bushels_ac
77.858820129185915,684.1212164144963,7.500782761722803,7.265987038612366,62.089934819350255
80.01936254557222,708.1925183068961,0.29713075049221516,3.7647148687392473,86.18599184727144
64.49983057100326,707.5667105615139,4.250057298690081,7.601658729836345,79.33124156900575
130.2636432601139,642.6433510612696,0.913883313536644,0.7819997612386942,81.15890958713999
83.67238884791732,713.5500508826226,1.7949532270431519,0.04492689669132233,74.47934259863413
76.94134757155553,784.6524126362056,3.119423031806946,3.4900550469756126,78.8099121788341
68.57864180579782,617.7929463330656,1.466039426624775,0.03996819071471691,65.0618345457634
130.13192241312936,618.1086784228683,4.610304791480303,1.7803796995431185,65.8172687068384
108.21065943688154,608.2913234364241,7.292420614510775,0.29054876789450645,74.58309856681213
32.17872973065823,610.199670586735,4.768208520486951,4.780931970104575,81.86091773808285
87.2216424276121,715.3550282120705,6.303993644192815,2.32345057092607,87.36921563053245
83.5401413985528,621.0620486643165,1.2701910398900509,0.13697309233248234,82.19830129396868
29.28316056728363,751.9778737798333,6.296190278604627,5.153661133721471,79.71713330056875
73.18090963875875,673.9426841028035,3.682663919404149,5.480491520836949,74.54719363970656
72.2246750537306,626.8642771057785,1.6410369109362364,4.072929447516799,63.80272878630436
91.17786624003202,624.4243588298559,3.6087976191192865,4.165964424610138,66.11638733474894
127.06318200333044,640.0197534356266,7.019007671624422,4.728557378053665,82.09042848885237
90.37551726214588,609.7014960367233,3.6115558315068483,1.225745091214776,78.74265448209708
78.72545585269108,705.9083626139909,1.7099826540797949,1.4722455944865942,73.7038486944877
78.13876056810841,741.9164850842208,5.104310594499111,3.4038539305329323,69.33551235250859
30.76833128463477,755.815332615748,7.643594805151224,6.5713670160621405,71.39508464727749
53.78256788244471,639.6198867354542,1.4526889640837908,7.020607855170965,71.18028663929738
82.30586326913908,662.748431134969,0.5678361412137747,0.7407683599740267,54.961961122166585
52.842695927247405,655.1690456923097,0.09332214295864105,1.1763657480478287,74.20078386116451
138.8656975259073,750.5881463643163,4.219473967328668,6.466478442773223,80.3682079747918
43.1380882835947,639.3707738257945,4.142709732055664,2.500641353428364,76.72620037145651
124.58809763658792,798.3872283250093,4.129371799528599,0.2847873531281948,99.43380612152484
34.79094782844186,750.4277227912098,6.881363580003381,3.5480449683964252,79.82199973820866
74.27566347178072,623.3427356462926,3.735509432852268,6.754222687333822,72.18260583420087
109.86302168807015,729.7393038868904,5.893585853278637,5.833868281915784,78.43108543118346
43.937984344083816,729.1325632948428,3.6281309463083744,3.6801143884658813,77.58163720035452
42.63189899502322,710.9747361857444,1.0411006100475788,6.026142068207264,68.98138287357494
67.48247736366466,628.0377123970538,5.559079324826598,2.537327477708459,86.67780158437127
49.7053659055382,610.1920315995812,5.378737255930901,3.2879130598157644,75.40447770890171
142.99038603436202,641.0870665218681,3.442003794014454,3.4928503334522247,83.87858586882508
67.23546019755304,752.0508639048785,7.272581377997994,1.7670510597527027,78.24679709020347
40.917799742892385,741.8365169782192,4.07289233058691,0.9253208562731743,80.43845259683484
42.78030670247972,602.9035040643066,7.993300581350923,6.727691920474172,76.07980454291261
91.83762071887031,612.1232113800943,5.352638334035873,7.781633984297514,78.28654092867251
145.59211240150034,721.1247782688588,7.034238647669554,7.930596359074116,65.54035411103202
63.10370620340109,662.1456027496606,7.886875839903951,3.355235116556287,85.49033881085387
27.92975207325071,646.9897201750427,3.087420128285885,4.2967802826315165,69.4100535608458
64.87257839879021,686.7679083254188,6.991115374490619,2.0518988985568285,78.05680704738651
86.34929804131389,623.9173877518624,0.37179127894341946,6.4182958751916885,63.09672814940272
72.56065387977287,788.2858480792493,4.692672761157155,2.77650904096663,95.90895752984282
120.55244984803721,662.6299360767007,3.675297489389777,1.803327476605773,55.44379299144417
102.79870460741222,641.3695412687957,5.364204451441765,4.820080757141113,73.71466616018192
70.49576888559386,790.0875218678266,2.432768838480115,5.2918191235512495,91.3632234959457
96.47694040788338,701.8706946168095,3.729866476729512,3.2015243247151375,93.30197330897484
23.83389899507165,771.9150449149311,7.078419502824545,7.204409779980779,81.64726075119327
65.51123536657542,741.3798089139163,6.613861117511988,1.7514939457178116,77.99726852848481
112.33625068794936,685.2761447895318,6.246126361191273,1.5354835353791714,77.5058196018003
116.83190097101033,692.0794286765158,7.700507940724492,7.8929528426378965,97.41506715485069
50.638593554031104,763.6188606731594,6.451035961508751,6.368814114481211,90.49220759852281
103.5725993802771,779.5182829257101,6.5523904506117105,2.972150292247534,93.99123131427666
96.46252842852846,682.7050115447491,1.3377304058521986,5.382696017622948,67.9921465148995
80.1613629446365,720.8234407473356,1.256058583036065,6.791683511808515,68.2879484396673
71.98927413439378,732.0188346318901,3.2957427240908146,7.367606991901994,89.57297688171195
57.237511510029435,779.8180027864873,7.723997054621577,1.2997922636568546,57.90521050567733
103.71806328417733,654.2015442624688,7.635827763006091,5.823429726064205,110.84975311359574
83.40155256446451,774.0233062766492,7.688362460583448,3.6167987659573555,84.8009563773648
116.31876890314743,692.0606890227646,7.75845050252974,3.844765719026327,77.68554056998953
73.84046207880601,797.8245540056378,4.153097098693252,7.810893854126334,83.8564514579123
130.04328610375524,623.1133695691824,4.627053111791611,4.5613247733563185,89.02095809461443
59.69628536840901,705.8630076702684,4.482692325487733,0.17177526466548443,73.50285865904148
83.20259124040604,600.2957173157483,3.8505780827254057,0.2449482660740614,65.00125334944086
40.928117462899536,730.6420191191137,0.9033101629465818,5.285054869949818,69.29271133235245
79.66266222763807,660.0237651728094,4.8485193736851215,3.186968384310603,79.51747539760636
29.79614356532693,739.4665802828968,3.7101674117147923,6.276058940216899,65.38310657717727
90.61538213398308,649.8997217044234,5.6012566816061735,5.068037133663893,73.4048134921833
110.58731286553666,625.3474776633084,2.6660571098327637,5.2016922403126955,72.02348648109273
80.72448155842721,715.2872941456735,5.600350683555007,2.8258625101298094,82.3073148102232
118.23318354785442,751.3754823710769,7.885929422453046,5.2804765067994595,99.88951233599234
25.298812743276358,790.8296783920377,3.812987759709358,2.862389486283064,73.36069241983093
112.06362033030018,699.3653051555157,5.327779544517398,2.6644242480397224,83.66211964819904
130.78444508370012,717.0676020905375,4.928028464317322,6.152551067993045,87.39318731833403
144.13231009850278,691.3263586815447,2.5949076544493437,5.037722133100033,84.7187051624142
38.261414694134146,708.461063914001,6.687515331432223,2.719006523489952,77.79852364039509
126.27901815110818,634.2054163105786,6.375969601795077,0.5733458753675222,95.6428225314229
65.31935650855303,701.9779043737799,0.6813431233167648,7.610680280253291,67.09869926377785
